actor,awards,country,director,genre,language,metascore,plot,poster,rated,released,response,runtime,title,type,writer,year,imdb_id,imdb_votes,rating_imdb,rating_rotten,rating_metacritic
"Femi Adebayo, Halimat Adegbola, Ayo Adesanya Hassan, Faith Afolabi",1 nomination.,Nigeria,Kunle Afolayan,Comedy,"English, Yoruba",N/A,"'Mokalik' follows the career of an 11-year-old boy, Ponmile, from the middle-class suburbs who spends the day as a lowly apprentice at a mechanic workshop in order to view life from the ...",https://m.media-amazon.com/images/M/MV5BN2RjOTZmMDEtNWMyOC00MmU5LTk4OGUtYTA1MDdiNDBiNmY3XkEyXkFqcGdeQXVyMTAyOTIwNDU4._V1_SX300.jpg,N/A,31 May 2019,True,100 min,Mokalik (Mechanic),movie,Tunde Babalola,2019,tt10327136,81,6.5/10,,
"Billy Bob Thornton, Seann William Scott, Susan Sarandon, Amy Poehler",N/A,USA,Craig Gillespie,"Comedy, Romance, Sport",English,41,"Taken aback by his mother's wedding announcement, a young man returns home in an effort to stop her from marrying his old high school gym teacher, a man who made middle school hell for generations of students.",https://m.media-amazon.com/images/M/MV5BMTc2NTcwNDM5MV5BMl5BanBnXkFtZTcwODMzMzM1MQ@@._V1_SX300.jpg,PG-13,14 Sep 2007,True,87 min,Mr. Woodcock,movie,"Michael Carnes, Josh Gilbert",2007,tt0419984,"34,760",5.1/10,14%,41/100
"Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz",4 wins & 4 nominations.,USA,Nick Cassavetes,"Drama, Family",English,51,Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.,https://m.media-amazon.com/images/M/MV5BMTQ2NDg4MDU3NF5BMl5BanBnXkFtZTcwMjg5Njc1Mg@@._V1_SX300.jpg,PG-13,26 Jun 2009,True,109 min,My Sister's Keeper,movie,"Jeremy Leven (screenplay), Nick Cassavetes (screenplay), Jodi Picoult (novel)",2009,tt1078588,"88,345",7.4/10,48%,51/100
"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne",Won 2 Oscars. Another 55 wins & 143 nominations.,"USA, Australia",Clint Eastwood,"Crime, Drama, Mystery, Thriller",English,84,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_SX300.jpg,R,15 Oct 2003,True,138 min,Mystic River,movie,"Brian Helgeland (screenplay), Dennis Lehane (novel)",2003,tt0327056,"413,675",7.9/10,88%,84/100
"Olivia Corsini, Serge Nicolai, Pancho Garcia Aguirre, Shaghayegh Beheshti",7 wins & 6 nominations.,"Denmark, Brazil, France, Portugal, Sweden","Petra Costa, Lea Glob","Documentary, Drama, Family","French, Spanish, Italian, English",N/A,'Olmo and the Seagull' is a poetic and existential dive into an actress's mind during the nine months of her pregnancy as she must confront her most fiery inner demons while trying to ...,https://m.media-amazon.com/images/M/MV5BMTc3MjU4OTA0NF5BMl5BanBnXkFtZTgwOTkzODczMzE@._V1_SX300.jpg,N/A,05 Nov 2015,True,82 min,Olmo & the Seagull,movie,"David Barker (script advisor), Petra Costa (story), Lea Glob (story), Moara Passoni (script advisor), Martha Kiss Perrone (script advisor)",2015,tt4160256,339,7.5/10,,
"Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing",1 win & 10 nominations.,USA,"Roger Allers, Jill Culton, Anthony Stacchi(co-director)","Animation, Adventure, Comedy, Family, Fantasy",English,49,"Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",https://m.media-amazon.com/images/M/MV5BMTQwOTg2MjU0OV5BMl5BanBnXkFtZTcwMzIzNTQzMQ@@._V1_SX300.jpg,PG,29 Sep 2006,True,86 min,Open Season,movie,"Steve Bencich (screenplay by), Ron J. Friedman (screenplay by), Nat Mauldin (screenplay by), Jill Culton (screen story by), Anthony Stacchi (screen story by), Steve Moore (from an original story by), John B. Carls (from an original story by), Sam Harper (additional story material), Dan Wilson (additional story material), David Gilbreth (additional story material)",2006,tt0400717,"85,125",6.1/10,48%,49/100
"Nse Ikpe-Etim, Wale Ojo, Joke Silva, Chika Okpala",2 wins.,Nigeria,Kunle Afolayan,Comedy,English,N/A,"Mary, a fashion designer, and Akin, her arrogant boss, swap their phones by accident in a busy airport and must now carry out each other's assignments.",https://m.media-amazon.com/images/M/MV5BNTU5MjUxOTQ0OF5BMl5BanBnXkFtZTcwMjI2MDMzNw@@._V1_SX300.jpg,N/A,30 Mar 2012,True,110 min,Phone Swap,movie,Kemi Adesoye,2012,tt2198109,112,5.8/10,,
"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss",Nominated for 1 Oscar. Another 6 nominations.,USA,Wolfgang Petersen,"Action, Adventure, Thriller","English, Spanish",50,"On New Year's Eve, the luxury ocean liner Poseidon capsizes after being swamped by a rogue wave. The survivors are left to fight for their lives as they attempt to escape the sinking ship.",https://m.media-amazon.com/images/M/MV5BMTIwOTMwODM2Nl5BMl5BanBnXkFtZTYwMDY5NjU3._V1_SX300.jpg,PG-13,12 May 2006,True,98 min,Poseidon,movie,"Mark Protosevich (screenplay), Paul Gallico (novel)",2006,tt0409182,"96,872",5.7/10,33%,50/100
"Sebastian Stan, Roslyn Ruff, Anne Hathaway, Bill Irwin",Nominated for 1 Oscar. Another 32 wins & 64 nominations.,USA,Jonathan Demme,"Drama, Romance",English,82,"A young woman who has been in and out of rehab for the past ten years, returns home for the weekend for her sister's wedding.",https://m.media-amazon.com/images/M/MV5BMTU4MTQ0MzQwOF5BMl5BanBnXkFtZTcwODY1NDI5MQ@@._V1_SX300.jpg,R,31 Oct 2008,True,113 min,Rachel Getting Married,movie,Jenny Lumet,2008,tt1084950,"46,901",6.7/10,84%,82/100
Piers Morgan,N/A,UK,N/A,"Documentary, Crime",English,N/A,"Through intense prison interviews, Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives.",https://m.media-amazon.com/images/M/MV5BMzY3NThlMTktNzUyOS00N2ExLWJhZDEtODcyYzQ0ZTgyOThhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,N/A,16 Jul 2018,True,45 min,Confessions of a Serial Killer with Piers Morgan,series,N/A,2017–,tt7667038,970,3.6/10,,
"Sonja Ball, Craig Francis, Rick Jones, Michel Perron",N/A,USA,Bernie Denk,"Animation, Family",English,N/A,Poor Spookley is a pumpkin who's shape is square rather then round. He's teased and taunted by other mean round pumpkins. But he receives help from a Scarecrow and his 2 bat side-kicks and 3 very funny spiders.,https://m.media-amazon.com/images/M/MV5BOTA0MTg1ODY1NV5BMl5BanBnXkFtZTcwMzExMzcyMQ@@._V1_SX300.jpg,G,19 Oct 2005,True,45 min,Spookley the Square Pumpkin,movie,"Tom Hughes, Joe Troiano",2005,tt0426581,227,4.9/10,68%,
"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles",N/A,USA,Ivan Reitman,"Comedy, War","English, Russian, Polish",68,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,https://m.media-amazon.com/images/M/MV5BMTQ3NzU2NjYyNF5BMl5BanBnXkFtZTgwMjg1MzQxMDE@._V1_SX300.jpg,R,26 Jun 1981,True,106 min,Stripes,movie,"Len Blum, Daniel Goldberg, Harold Ramis",1981,tt0083131,"63,941",6.9/10,86%,68/100
"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader",11 wins & 24 nominations.,USA,Greg Mottola,Comedy,English,76,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,https://m.media-amazon.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_SX300.jpg,R,17 Aug 2007,True,113 min,Superbad,movie,"Seth Rogen, Evan Goldberg",2007,tt0829482,"513,960",7.6/10,88%,76/100
"Diane Kruger, Demián Bichir, Thomas M. Wright, Ted Levine",7 wins & 3 nominations.,"USA, Mexico",N/A,"Crime, Drama, Mystery, Thriller","English, Spanish",N/A,Two detectives work together to take down a serial killer operating on both sides of the Texas-Chihuahua border.,https://m.media-amazon.com/images/M/MV5BMTQyNjEzMjIyMV5BMl5BanBnXkFtZTgwMTg0NjYxMjE@._V1_SX300.jpg,TV-MA,N/A,True,43 min,The Bridge,series,"Elwood Reid, Björn Stein, Meredith Stiehm",2013–2014,tt2406376,"17,460",7.6/10,,
"Angélique Kidjo, Nico Panagio, Jimmy Jean-Louis, Wale Ojo",N/A,Nigeria,Kunle Afolayan,Mystery,"English, French, Arabic, Yoruba, Swahili, Chinese",N/A,Five top level staff of a company are selected for a retreat where the new CEO of a global company will be chosen. What starts off as cordial soon goes sour as they attempt to outdo one another to be named The CEO.,https://m.media-amazon.com/images/M/MV5BMTk3MTY4NTU4Ml5BMl5BanBnXkFtZTgwOTY0MTc4NjE@._V1_SX300.jpg,PG-13,04 May 2016,True,105 min,The CEO,movie,Tunde Babalola,2016,tt5036924,51,6.6/10,,
"Keanu Reeves, Sandra Bullock, Christopher Plummer, Ebon Moss-Bachrach",2 wins & 2 nominations.,USA,Alejandro Agresti,"Drama, Fantasy, Romance",English,52,"A lonely doctor, who once occupied an unusual lakeside house, begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",https://m.media-amazon.com/images/M/MV5BMTYxMTgxNDI3MV5BMl5BanBnXkFtZTcwMzIxMTIzMw@@._V1_SX300.jpg,PG,16 Jun 2006,True,99 min,The Lake House,movie,"David Auburn (screenplay), Eun-Jeong Kim (motion picture ""Siworae""), Ji-na Yeo (motion picture ""Siworae"")",2006,tt0410297,"137,959",6.8/10,35%,52/100
"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum",7 wins & 10 nominations.,"France, USA",Daniel Stamm,"Horror, Mystery, Thriller","English, Latin",63,A troubled evangelical minister agrees to let his last exorcism be filmed by a documentary crew.,https://m.media-amazon.com/images/M/MV5BNDc4Mjk2MjA0NF5BMl5BanBnXkFtZTcwMzMyNjQ3Mw@@._V1_SX300.jpg,PG-13,27 Aug 2010,True,87 min,The Last Exorcism,movie,"Huck Botko, Andrew Gurland",2010,tt1320244,"47,508",5.6/10,72%,63/100
"Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev",1 win & 2 nominations.,USA,Phillip Noyce,"Action, Adventure, Romance, Sci-Fi, Thriller","English, Russian",50,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",https://m.media-amazon.com/images/M/MV5BNmM3MjI2YjUtYjk1MS00M2VjLWI4MmUtM2UyYWQyNTVlZGE5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,PG-13,04 Apr 1997,True,116 min,The Saint,movie,"Leslie Charteris (character), Jonathan Hensleigh (story), Jonathan Hensleigh (screenplay), Wesley Strick (screenplay)",1997,tt0120053,"61,692",6.3/10,30%,50/100
"Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj",1 win & 7 nominations.,"USA, UK",Tony Scott,"Action, Crime, Thriller","English, Ukrainian",55,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",https://m.media-amazon.com/images/M/MV5BMTU3NzA4MDcwNV5BMl5BanBnXkFtZTcwMDAyNzc1Mg@@._V1_SX300.jpg,R,12 Jun 2009,True,106 min,The Taking of Pelham 123,movie,"Brian Helgeland (screenplay), John Godey (novel)",2009,tt1111422,"183,944",6.4/10,51%,55/100
"Todd Perlmutter, Ashleigh Chrisena Ricci, Haley Carter Chapel, Adam Andrianopolous",N/A,USA,N/A,Animation,English,N/A,"Five young recruits from Cybertron train to be rescue bots at The Rescue Bots Academy on Earth. Hot Shot, Whirl, Hoist, Medix and Wedge learn the value of teamwork, courage and friendship ...",https://m.media-amazon.com/images/M/MV5BNTU2NzJkY2ItNDMwOC00ZTA4LTk4MWQtOThjZDNlMjBjNDJlXkEyXkFqcGdeQXVyNTU1NzkzMjM@._V1_SX300.jpg,TV-Y7,05 Jan 2019,True,11 min,Transformers: Rescue Bots Academy,series,N/A,2019–,tt9557812,28,7.2/10,,
"Jeremy Levy, Jake Foushee, Ryan Andes, Sophia Isabella",N/A,N/A,N/A,Animation,English,N/A,"The series focuses on the adventures of Bumblebee; having damaged his memory chips, he and Windblade must recover his missing memories in order to help him remember his mission on Earth. ...",https://m.media-amazon.com/images/M/MV5BZjQ2MThmNzItNDU4Mi00NzEwLTk4NzUtYzIzMmNiNTY5MGVlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,01 Sep 2018,True,11 min,Transformers: Cyberverse,series,N/A,2018–,tt8891990,174,6.8/10,,
"Mohamed Alkendi, Alia Almannai, Ibrahim Almeirasi, Tariq Almuhairi",N/A,United Arab Emirates,Ahmed Zain,Comedy,Arabic,N/A,"Naji decides with his friends to go on holiday to a mountainous region, they face many funny and strange comedy situations ,but unexpected moment happened turned their funny journey to horror, fear and mystery.",https://m.media-amazon.com/images/M/MV5BZTEyZWU0NjItYjAzZS00M2E4LTljNjgtMjJiNDFkMjMxNDVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,28 Mar 2019,True,N/A,Uncle Naji in UAE,movie,Ahmed Zain,2019,tt10181594,25,5.8/10,,
"Muhammad Ragab, Ayten Amer, Hassan Abdel Fattah, Magdy Bader",N/A,Egypt,Mohamed Hamdy,Comedy,Arabic,N/A,"An international organization tries to kidnap Mustafa, an Egyptian cancer and AIDS medicine researcher.",https://m.media-amazon.com/images/M/MV5BMjJjZDYyNDItNDFkZi00Njg0LWE5MjEtMGYwZjUzZTc0MDYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,N/A,True,95 min,Used Goods,movie,N/A,2018,tt8887736,46,4.5/10,,
"Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson",2 wins & 2 nominations.,USA,Dennis Dugan,Comedy,"English, Hebrew",54,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,https://m.media-amazon.com/images/M/MV5BMzE2MzEzNDc5M15BMl5BanBnXkFtZTcwMzYxOTA3MQ@@._V1_SX300.jpg,PG-13,06 Jun 2008,True,113 min,You Don't Mess with the Zohan,movie,"Adam Sandler, Robert Smigel, Judd Apatow",2008,tt0960144,"188,407",5.5/10,38%,54/100
"Peter Ho, Jeanine Ching Yang, Tammy Chen, Ting-hu Zhang",N/A,Taiwan,N/A,Drama,Mandarin,N/A,"At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.",https://m.media-amazon.com/images/M/MV5BMzYxZmM2YTEtZWQwMS00ZjY2LWIzNjQtNDI5Yzk1YTJhMzgyXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,N/A,03 Mar 2018,True,90 min,Age of Rebellion,series,N/A,2018,tt8931836,17,9.4/10,,
"Éric Abidal, José Ramón Alexanko, José María Bakero, Ramon Besa",N/A,Spain,Jordi Llompart,"Documentary, Sport","Spanish, Catalan, English",N/A,Explore the history and philosophies of one of the most loved football strongholds in the world: FC Barcelona.,https://m.media-amazon.com/images/M/MV5BNWY4N2YwMDMtZjliZi00YTI2LWI3MTMtYzcyZDgxMmQwMmVjXkEyXkFqcGdeQXVyNDQzMTU5NTE@._V1_SX300.jpg,N/A,30 Nov 2015,True,120 min,Barça Dreams,movie,Jordi Llompart,2015,tt5001576,794,7.3/10,,
"Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss",11 wins & 23 nominations.,USA,Rian Johnson,"Action, Crime, Drama, Mystery, Thriller",English,72,A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.,https://m.media-amazon.com/images/M/MV5BMTk4MjQzMzA2N15BMl5BanBnXkFtZTcwMTU2MzIzMQ@@._V1_SX300.jpg,R,14 Apr 2006,True,110 min,Brick,movie,Rian Johnson,2005,tt0393109,"100,003",7.3/10,80%,72/100
"Fahadh Faasil, Mamta Mohandas, Manikandan R. Achari, Chethan Jayalal",N/A,India,Venu Gopalan,"Adventure, Thriller",Malayalam,N/A,"Sibi Sebastian and his never ending struggle to make it big in life, his quest for new horizons and opportunities. While others pass by, his relentless determination takes him to the most unexpected situation in his life.",https://m.media-amazon.com/images/M/MV5BM2Q1MDZkNDItZTVmNi00NTkyLThjNjUtZmVmMzAzM2YzNGE0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,N/A,19 Jan 2018,True,146 min,Carbon,movie,Venu Gopalan,2018,tt6650364,829,6.8/10,,
"Topher Grace, Genesis Rodriguez, Patricia Clarkson, Callan Mulvey",N/A,USA,Dennis Iliadis,"Horror, Thriller",English,N/A,"A man recently released from a mental institute inherits a mansion after his wealthy parents die. After a series of disturbing events, he comes to believe it is haunted.",https://m.media-amazon.com/images/M/MV5BNjVlMzZlYTQtNDY3NC00ZWU5LWFlOGMtODEyMDFiYTk4N2YxXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_SX300.jpg,R,22 May 2018,True,96 min,Delirium,movie,Adam Alleca,2018,tt2069797,"6,213",5.7/10,0%,
"Tanmay Dhanania, Trimala Adhikari, Satarupa Das, Gitanjali Dang",N/A,India,Qaushiq Mukherjee,"Drama, Thriller","English, Hindi",N/A,"A woman has been chained to the wall of an apartment. She is being kept as a slave. Taxi driver Phanishwar, her master, spreads his hatred on social networks. One day he meets a young woman...",https://m.media-amazon.com/images/M/MV5BNDk0MjUzZWMtYzFhMi00NDMxLWE0YmItYTk5OTEzNzkxMDI1XkEyXkFqcGdeQXVyODUzNjQyMzY@._V1_SX300.jpg,N/A,20 May 2018,True,105 min,Garbage,movie,Qaushiq Mukherjee (screenplay),2018,tt7981260,824,3.3/10,60%,
"Naseeruddin Shah, Kabir Sajid, Virti Vaghani, Sonali Kulkarni",N/A,India,Sudip Bandyopadhyay,"Comedy, Drama, Family",Hindi,N/A,"A father obsessed with an old school copying machine wreaks havoc on the family, causing a change in their relationships. Explores the life of each family member and how their lives are intertwined with each other.",https://m.media-amazon.com/images/M/MV5BNjY0MzdmNjQtMzliNC00Yzk4LWFmYjEtODgxYzBkMTY3ZjExXkEyXkFqcGdeQXVyMjQwOTU5NTg@._V1_SX300.jpg,N/A,11 May 2018,True,96 min,Hope Aur Hum,movie,"Sudip Bandyopadhyay, Neha Pawar (screenplay writer)",2018,tt8324474,291,6.4/10,50%,
"Saharsh Kumar Shukla, Taneea Rajawat, Hima Singh, Aparna Upadhyay",N/A,India,Jatla Siddartha,"Comedy, Drama, Romance",Hindi,N/A,"Shukla, an auto driver from an orthodox Brahmin family, has never intimately known a woman other than the celluloid starlets he watches every day on the 4 inch display of his mobile phone.",https://m.media-amazon.com/images/M/MV5BZjhiNzVmMDYtY2M5NC00N2FiLWI2YjctMjVmOWY0ZmVjZGFiXkEyXkFqcGdeQXVyMzE2NTkxNTk@._V1_SX300.jpg,N/A,06 Jan 2018,True,107 min,Love and Shukla,movie,"Amanda Mooney, Naseem Shah (additional dialogue), Jatla Siddartha",2017,tt7647198,460,7.3/10,,
"Chris Sharp, Kate Porterfield, Tess Porterfield Lovell, Puff Snooty",2 wins & 1 nomination.,USA,Jeremy Saulnier,"Comedy, Crime, Drama, Horror, Thriller",English,N/A,"A random invitation to a Halloween party leads a man into the hands of a rogue collective intent on murdering him for the sake of their art, sparking a bloodbath of mishap, mayhem and hilarity.",https://m.media-amazon.com/images/M/MV5BMTUyMDgzMzI0M15BMl5BanBnXkFtZTcwNjU2MDU1MQ@@._V1_SX300.jpg,Not Rated,21 Jan 2007,True,79 min,Murder Party,movie,Jeremy Saulnier,2007,tt0878695,"10,498",5.8/10,100%,
"Shefali Shah, Neeraj Kabi, Bidita Bag, Priyanshu Painyuli",3 wins.,"India, Germany, Austria",Kanwal Sethi,"Drama, Romance",Hindi,N/A,"After a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person.",https://m.media-amazon.com/images/M/MV5BMjkzNGQxNzctNzhlYi00Mzc2LWIwMmYtYTgyNmQ3MWZlYWYxXkEyXkFqcGdeQXVyMjk4OTc2MTg@._V1_SX300.jpg,N/A,01 Sep 2018,True,101 min,Once Again,movie,"Kanwal Sethi, Ajitpal Singh (dialogue)",2018,tt4232066,662,7.0/10,,
"Mario Maurer, Davika Hoorne, Nattapong Chartpong, Pongsatorn Jongwilak",2 wins & 15 nominations.,Thailand,Banjong Pisanthanakun,"Comedy, Horror, Romance",Thai,N/A,"After serving for the war, Mak invites three soldiers whom he befriended, to his home. Upon arrival they witness the village terrified of a ghost. The three friends hear rumors that the ghost is Mak's wife. Based on Thai folklore.",https://m.media-amazon.com/images/M/MV5BZmIwZjkyZjQtNGIxZC00MjhmLWExODgtYTU4OGFmOTg2MzU2XkEyXkFqcGdeQXVyMjUzNDk4OTQ@._V1_SX300.jpg,N/A,28 Mar 2013,True,115 min,Pee Mak,movie,"Chantavit Dhanasevi, Nontra Kumwong, Banjong Pisanthanakun",2013,tt2776344,"4,689",7.3/10,72%,
"Amy Poehler, Tina Fey, Maya Rudolph, Ike Barinholtz",4 nominations.,USA,Jason Moore,Comedy,English,58,Two sisters decide to throw one last house party before their parents sell their family home.,https://m.media-amazon.com/images/M/MV5BMjM3MzQ5NDE5MF5BMl5BanBnXkFtZTgwODE5OTQyNzE@._V1_SX300.jpg,R,18 Dec 2015,True,118 min,Sisters,movie,Paula Pell,2015,tt1850457,"62,154",6.0/10,60%,58/100
"Daniel Giménez Cacho, Claudia Ramírez, Luis de Icaza, Astrid Hadad",1 win & 3 nominations.,Mexico,Alfonso Cuarón,"Comedy, Romance","Spanish, English, Japanese, Latin",61,A womanizer is falsely diagnosed with AIDS by a jealous lover and falls in love with a woman equally suicidal as he.,https://m.media-amazon.com/images/M/MV5BY2Y3N2FmZGEtMzNlYy00OTViLTllZDctYzBkN2Y3ODY1N2IyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Not Rated,25 Dec 1992,True,94 min,Sólo con tu pareja,movie,"Alfonso Cuarón (screenplay), Carlos Cuarón (screenplay)",1991,tt0102958,"3,379",6.9/10,67%,61/100
"Mathieu Kassovitz, Olivia Merilahti, Souleymane M'Baye, Billie Blain",N/A,France,Samuel Jouy,"Drama, Sport",French,N/A,"Steve Landry, an aging boxer with more losses than wins, accepts to become a sparring partner for an emerging champion in a last-ditch attempt to stay relevant.",https://m.media-amazon.com/images/M/MV5BYzczZDg4MWYtMjVkOS00ODJhLTk0ZGEtN2RiNWQwZTNkYjMxXkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_SX300.jpg,N/A,31 Jan 2018,True,95 min,Sparring,movie,"Jérémie Guez (collaboration), Clément Roussier (collaboration), Samuel Jouy (dialogue), Samuel Jouy (screenplay)",2017,tt7222552,445,6.3/10,,
